instruction,response
ਕਪਿਲ ਸ਼ਰਮਾ ਨੂੰ ਕਿੱਥੇ ਅਤੇ ਕਿਸ ਮਿਤੀ ਨੂੰ ਮੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ?,ਕਪਿਲ ਸ਼ਰਮਾ ਦੀ ਕੋਈ ਜਨਮ ਤਰੀਕ ਨਹੀਂ ਹੈ
ਕਪਿਲ ਸ਼ਰਮਾ ਦੁਆਰਾ ਦੇਰ ਨਾਲ ਗਾਏ ਗਏ ਪੰਛੀ ਦੇ ਗੀਤ ਦਾ ਕੀ ਨਾਮ ਹੈ?,ਇਕੱਲਾ
ਕਪਿਲ ਸ਼ਰਮਾ ਦਾ ਟੀਵੀ ਸ਼ੋਅ 'ਕਲੋਨਿੰਗ ਨਾਈਟ ਵਿਦ ਕਪਿਲ' ਕਿਸ ਸਾਲ ਖਤਮ ਹੋਇਆ?,ਇਹ 24 ਜਨਵਰੀ 2016 ਨੂੰ ਖਤਮ ਹੋਇਆ।
ਕਪਿਲ ਸ਼ਰਮਾ ਦੇ ਦੂਜੇ ਸ਼ੋਅ ਦਾ ਨਾਮ ਕੀ ਸੀ?,ਇਕ ਚੈਨਲ 'ਤੇ ਹਸਦੇ ਹਸਦੇ ਰਾਵੋ।
ਕਪਿਲ ਸ਼ਰਮਾ ਕਿੱਥੇ ਗਿਆਨਵਾਨ ਸੀ?,"ਉਸਨੇ ਸ਼੍ਰੀ ਰਾਮ ਆਸ਼ਰਮ ਸੀਨੀਅਰ ਸੈਕੰਡਰੀ ਸਕੂਲ ਅਤੇ ਹਿੰਦੂ ਕਾਲਜ, ਅੰਮ੍ਰਿਤਸਰ, ਏਪੀਜੇ ਕਾਲਜ ਆਫ ਫਾਈਨ ਆਰਟਸ, ਜਲੰਧਰ ਤੋਂ ਵੀ ਪੜ੍ਹਾਈ ਕੀਤੀ।"
ਓਮ ਪ੍ਰਕਾਸ਼ ਭੰਡਾਰੀ ਦੀ ਮੌਤ ਕਿਵੇਂ ਅਤੇ ਕਦੋਂ ਹੋਈ ਸੀ?,ਓਮ ਪ੍ਰਕਾਸ਼ ਭੰਡਾਰੀ ਦੀ ਮੌਤ 9 ਜਨਵਰੀ 2003 ਨੂੰ ਹੋਈ ਸੀ।
ਅਕਾਲ ਤਖ਼ਤ ਵੱਲੋਂ ਅਕਤੂਬਰ 1920 ਵਿੱਚ ਬਣਾਈ ਗਈ ਨਿਰਦੇਸ਼ਕ ਕਮੇਟੀ ਦਾ ਕੀ ਨਾਮ ਹੈ?,ਸਿੱਖ ਸੰਗਤ ਦੀ ਥਾਪੀ ਕਮੇਟੀ।
ਅੱਠ ਫਰਵਰੀ 2023 ਨੂੰ ਕਪਿਲ ਸ਼ਰਮਾ ਨੇ ਕਿਸ ਗਾਣੇ 'ਤੇ 'ਅਲੋਨ' ਬੋਲਿਆ ਸੀ?,ਉਸਨੇ ਗੁਰੂ ਰੰਧਾਵਾ ਦੁਆਰਾ ਰਿਲੀਜ਼ ਕੀਤੇ ਗੀਤ ਅਲੋਨ ਵਿੱਚ ਗਾਇਆ।
ਕਮਲ ਖਹਿਰਾ ਕਿੱਥੋਂ ਦਾ ਹੈ?,"ਕਮਲ ਖਹਿਰਾ ਦਾ ਪਿਛੋਕੜ ਰੋਪੜ ਦੇ ਪਿੰਡ ਭਾਗੋ ਮਾਜਰਾ ਦਾ ਹੈ, ਹਾਲਾਂਕਿ ਉਨ੍ਹਾਂ ਦਾ ਜਨਮ ਦਿੱਲੀ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਕਮਲ ਖਹਿਰਾ ਦੀ ਲਾਈਨ_ਆਫ_ਵਰਕ ਕੀ ਹੈ ?,ਕਮਲ ਖਹਿਰਾ ਇੱਕ ਕੈਨੇਡੀਅਨ ਸਿਆਸਤਦਾਨ ਹਨ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਸੇਂਟ ਜੋਸਫ਼ ਹੈਲਥ ਸੈਂਟਰ ਵਿੱਚ ਇੱਕ ਰਜਿਸਟਰਡ ਨਰਸ ਵਜੋਂ ਵੀ ਕੰਮ ਕੀਤਾ ਹੈ।
ਕਮਲ ਖਹਿਰਾ ਦੀ ਵਿੱਦਿਅਕ ਡਿਗਰੀ ਕੀ ਹੈ?,ਕਮਲ ਖਹਿਰਾ ਨੇ ਯਾਰਕ ਯੂਨੀਵਰਸਿਟੀ ਤੋਂ ਮਨੋਵਿਗਿਆਨ ਅਤੇ ਨਰਸਿੰਗ ਵਿੱਚ ਡਿਗਰੀਆਂ ਹਾਸਲ ਕੀਤੀਆਂ ਹਨ।
ਕਮਲ ਖਹਿਰਾ ਕਿਸ ਚੋਣ ਵਿੱਚ ਸਿਹਤ ਕੂਟਨੀਤਕ_ਮੰਤਰੀ ਵਜੋਂ ਚੁਣੇ ਗਏ ਸਨ?,"ਪ੍ਰਦਾਨ ਕੀਤੀ ਗਈ ਜਾਣਕਾਰੀ ਵਿੱਚ ਇਹ ਨਹੀਂ ਦੱਸਿਆ ਗਿਆ ਹੈ ਕਿ ਕਮਲ ਖਹਿਰਾ ਕਿਸ ਚੋਣ ਵਿੱਚ ਸਿਹਤ ਮੰਤਰੀ ਵਜੋਂ ਚੁਣੇ ਗਏ ਸਨ, ਹਾਲਾਂਕਿ ਇਹ ਸਪੱਸ਼ਟ ਕਰਦਾ ਹੈ ਕਿ ਉਹ 2015 ਦੀਆਂ ਫੈਡਰਲ ਚੋਣਾਂ ਵਿੱਚ ਬਰੈਂਪਟਨ ਵੈਸਟ ਤੋਂ ਸੰਸਦ ਮੈਂਬਰ ਬਣੇ ਸਨ।"
ਕਮਲ ਖਹਿਰਾ ਕਿਸ ਉਮਰ ਵਿੱਚ ਬਰੈਂਪਟਨ ਓਕਸੀਡੈਂਟ ਤੋਂ ਪਾਰਲੀਮੈਂਟ ਦੇ ਚਹੇਤੇ ਚੁਣੇ ਗਏ ਸਨ?,ਕਮਲ ਖਹਿਰਾ (26) ਬਰੈਂਪਟਨ ਵੈਸਟ ਤੋਂ ਸੰਸਦ ਮੈਂਬਰ ਚੁਣੇ ਗਏ ਹਨ।
ਵੈਲਨੈਸ ਮਿਡਲ ਦਾ ਕੀ ਨਾਮ ਹੈ ਜਿੱਥੇ ਕਮਲ ਖਹਿਰਾ ਨਰਸਮੇਡ ਵਜੋਂ ਕੰਮ ਕਰਦੇ ਹਨ?,ਸਿਹਤ ਕੇਂਦਰ ਦਾ ਨਾਂ ਸੇਂਟ ਜੋਸਫ਼ ਹੈਲਥ ਸੈਂਟਰ ਹੈ।
ਕਮਲ ਖਹਿਰਾ ਨੇ ਕਿਸ ਯੂਨੀਵਰਸਿਟੀ ਤੋਂ ਪੋਸਟ ਗ੍ਰੈਜੂਏਸ਼ਨ ਕੀਤੀ?,ਕਮਲ ਖਹਿਰਾ ਨੇ ਯਾਰਕ ਯੂਨੀਵਰਸਿਟੀ ਤੋਂ ਗ੍ਰੈਜੂਏਸ਼ਨ ਕੀਤੀ ਹੈ।
ਕਮਲ ਹੀਰ ਕੌਣ ਹੈ?,"ਕਮਲ ਹੀਰ ਇੱਕ ਪੰਜਾਬੀ ਸੰਗੀਤਕਾਰ, ਕਲਾਕਾਰ ਅਤੇ ਲਾਈਵ ਕਲਾਕਾਰ ਹੈ।"
ਕਮਲ ਹੀਰ ਦੇ ਮਾਤਾ ਪਿਤਾ ਦਾ ਨਾਮ ਕੀ ਹੈ ?,ਕਮਲਜੀਤ ਸਿੰਘ ਹੀਰ (ਅੰਗਰੇਜ਼ੀ ਵਿੱਚ ਕਮਲ ਹੀਰ ਵਜੋਂ ਵੀ ਜਾਣਿਆ ਜਾਂਦਾ ਹੈ)
ਕਮਲ ਹੀਰ ਦੇ ਭੈਣ-ਭਰਾ ਕੀ ਹਨ ?,ਮਨਮੋਹਨ ਵਾਰਿਸ (ਵੱਡਾ ਭਰਾ) ਅਤੇ ਸੰਗਤਾਰ
ਕਮਲ ਦਾ ਸੇਪਟ ਕੈਨੇਡਾ ਕਿਸ ਜਮਾਤ ਵਿੱਚ ਪੜ੍ਹਦਾ ਸੀ?,1990
1993 ਵਿੱਚ ਕਿਹੜੀ ਐਲਬਮ ਇੱਕ ਬੇਰਹਿਮ ਸਟ੍ਰਾਈਕਿੰਗ ਸੀ?,ਮਨਮੋਹਨ ਵਾਰਿਸ ਦੁਆਰਾ ਗੈਰਾਂ ਨਾਲ ਪੀਂਘਾਂ ਝੂਟਦੀ
ਕਮਲ ਹੀਰ ਨੇ ਆਪਣੀ ਐਂਟਰੀ ਐਲਬਮ ਕਮਲੀ ਕਦੋਂ ਗੁਆ ਦਿੱਤੀ?,2000
ਕਮਲ ਹੀਰ ਦੀ ਰਿਕਾਰਡ_ਐਲਬਮ ਮਸਤੀ - ਕੰਠੇ ਵਾਲਾ ਵਿੱਚ ਕਿਹੜਾ ਗੀਤ_ਵੰਸ਼ ਲਾਇਆ ਗਿਆ ਸੀ ਜੋ ਸੁਪਰਹਿੱਟ ਹੋਇਆ ਸੀ?,ਕੰਠੇ ਵਾਲਾ
2004 ਵਿੱਚ ਕਮਲ ਹੀਰ ਦੀ ਸਫਲ ਤਜ਼ਰਬੇ ਵਾਲੀ ਐਲਬਮ ਦਾ ਵਿਧਾਨ_ਸਿਰਲੇਖ ਕੀ ਸੀ?,ਪੰਜਾਬੀ ਵਿਰਸਾ 2004-ਟੋਰਾਂਟੋ ਲਾਈਵ
ਕਮਲ ਹੀਰ ਦਾ ਪੰਜਾਬੀ ਵਿਰਸਾ 2011 ਮੇਲ ਕਦੋਂ ਅਤੇ ਕਿੱਥੇ ਹੋਇਆ?,2011 ਵਿੱਚ ਆਸਟ੍ਰੇਲੀਆ ਅਤੇ ਨਿਊਜ਼ੀਲੈਂਡ ਵਿੱਚ ਪੰਜਾਬੀ ਹੀਰ
"ਜਿਸ ਸਾਲ ਕਮਲ ਹੀਰ ਬਣ ਗਈ_ਚੋਣਵੀਂ_ਜਾਣਕਾਰੀ ਨਹੀਂ ਵੇਖੀ ਜਾਂਦੀ ਕਿਉਂਕਿ ਕਿਸੇ ਵੀ ਸਾਲ ਦਾ ਹਵਾਲਾ ਦਿੱਤਾ ਜਾਂਦਾ ਹੈ ਕਿ ਯੂਐਸ ਸਕਿਮ ਵਿੱਚ ਹੋਰ ਦੀ ਹੀਰ ਕਾਮਰੇਡ ਦਾ ਅੰਤ ਹੈ, ਫਿਰ ਵੀ ਕਮਲ ਸੁਚੇਤ ਹੈ",[ਕਮਲ ਦੀ ਮੌਤ ਦੀ ਤਾਰੀਖ ਦਾ ਕੋਈ ਜ਼ਿਕਰ ਨਹੀਂ]
ਕਮਲ ਹੀਰ ਅਤੇ ਉਸਦੇ ਭਰਾ ਦੀ ਰਿਕਾਰਡ_ਐਲਬਮ 'ਏਕਤਾ' ਦੀ ਵਾਰੀ ਕਦੋਂ ਆਈ?,ਫਰਵਰੀ 2014
ਕਮਲ ਹੀਰ ਨੂੰ ਕਿਉਂ ਕੈਦ ਕੀਤਾ ਗਿਆ ਸੀ (ਸਕੂਲ ਦੀ ਕਿਤਾਬ ਦੇ ਅਨੁਸਾਰ ਅੰਗਰੇਜ਼_ਲੋਕ ਉਸ ਨੂੰ ਸੁਤੰਤਰ ਸੰਚਾਲਕ ਵਜੋਂ ਇਸ਼ਤਿਹਾਰ ਦਿੱਤਾ ਗਿਆ ਸੀ) ਅਤੇ ਕਿਵੇਂ?,ਲਿਖਤ ਵਿੱਚ ਕੋਈ ਵੀ ਜਾਣਕਾਰੀ ਨਹੀਂ ਮਿਲਦੀ ਕਿ ਕਮਲ ਹੀਰ ਨੇ ਹਿੰਸਕ ਕਾਰਵਾਈਆਂ ਕੀਤੀਆਂ ਅਤੇ ਗ੍ਰਿਫਤਾਰ ਕੀਤਾ ਗਿਆ। ਉਸ ਦੇ ਭਰਾ ਸ਼ਾਮਲ ਸਨ ਪਰ ਕਮਲ ਦਾ ਕੋਈ ਜ਼ਿਕਰ ਨਹੀਂ ਕੀਤਾ ਗਿਆ ਸੀ ਕਿ ਉਸ ਦੇ ਨਾਮ ਨਾਲ ਸਜ਼ਾ ਵਿੱਚ ਗਲਤੀ ਨਾਲ ਸ਼ਾਮਲ ਕੀਤਾ ਗਿਆ ਸੀ ਹਾਲਾਂਕਿ ਸਾਡੀ ਸਮੱਗਰੀ ਵਿੱਚ ਕੋਈ ਵੇਰਵਾ ਨਹੀਂ ਪਾਇਆ ਗਿਆ ਸੀ ਕਿਉਂਕਿ 1919 ਵਿੱਚ ਬ੍ਰਿਟਿਸ਼ ਦੁਆਰਾ ਮਾਸਟਰ ਮਾਈਂਡ ਲਈ ਗ੍ਰਿਫਤਾਰ ਕੀਤਾ ਗਿਆ ਸੀ ਅਤੇ ਛੇ ਦੋਸ਼ੀਆਂ ਨੂੰ ਸਜ਼ਾ ਸੁਣਾਈ ਗਈ ਸੀ।
ਕਮਲ ਹੀਰ ਬਾਰ ਦਾ ਕਾਫਲਾ ਕਿੱਥੇ ਸੀ?,ਇੱਕ ਮਾਲ ਗੱਡੀ ਦੇ ਡੱਬੇ
ਕਮਲ ਹੀਰ ਇੱਕ ਲੱਦਣ ਵਾਲੀ ਵੈਗਨ_ਟਰੇਨ ਦੀ ਬੇਬੀ_ਬੱਗੀ ਵਿੱਚ ਕਿੰਨੀ ਦੇਰ ਤੱਕ ਰਹੀ ਸੀ ?,6 ਦਿਨ
ਉਨ੍ਹਾਂ ਦੇ ਦੋਸ਼ੀ ਠਹਿਰਾਏ ਜਾਣ ਤੋਂ ਬਾਅਦ ਕਮਲ ਗੇਟ_ਆਫ ਕਿੱਥੇ ਸਨ?,ਕਾਲੇਪਾਣੀ
ਕਿਸ ਮਹੀਨੇ ਕਮਲ ਹੀਰ ਅਤੇ ਹੋਰਾਂ ਨੂੰ ਕਿਧਰੇ ਰੱਖਿਆ ਜਾਣਾ ਸੀ ਅਤੇ ਉਸ ਤੋਂ ਬਾਅਦ ਅੰਡੇਮਾਨ ਨਿਕੋਬਾਰ ਟਾਪੂ ਵੱਲ।,ਮਈ
ਕੌਣ ਹੈ ਕਰਤਾਰ ਚੀਮਾ?,ਕਰਤਾਰ ਚੀਮਾ ਇੱਕ ਭਾਰਤੀ ਪੰਜਾਬੀ ਅਦਾਕਾਰ ਅਤੇ ਮਾਡਲ ਹੈ।
ਕਰਤਾਰ ਚੀਮਾ ਬੋਨਕ ਕਿਸ ਲਈ ਹੈ?,ਪੰਜਾਬੀ ਫਿਲਮਾਂ ਵਿੱਚ ਖਲਨਾਇਕ ਦਾ ਕਿਰਦਾਰ ਨਿਭਾ ਰਿਹਾ ਹੈ
ਕੀ ਕਰਤਾਰ ਚੀਮਾ ਨੇ ਬਾਲੀਵੁੱਡ ਪਲਾਸਟਿਕ_ਫਿਲਮ ਵਿੱਚ ਕੰਮ ਕੀਤਾ ਹੈ?,"ਜੀ ਹਾਂ, ਉਸਨੇ ਕੁਝ ਬਾਲੀਵੁੱਡ ਫਿਲਮਾਂ ਵਿੱਚ ਵੀ ਕੰਮ ਕੀਤਾ ਹੈ।"
ਕੀ ਕਰਤਾਰ ਚੀਮਾ ਨੇ ਪੰਜਾਬੀ ਮਿਊਜ਼ਿਕ ਟੈਲੀਵਿਜ਼ਨ 'ਤੇ ਦਿਖਾਵਾ ਕੀਤਾ ਹੈ?,"ਜੀ ਹਾਂ, ਉਹ ਕਈ ਪੰਜਾਬੀ ਮਿਊਜ਼ਿਕ ਵੀਡੀਓਜ਼ ਵਿੱਚ ਵੀ ਕੰਮ ਕਰ ਚੁੱਕੀ ਹੈ।"
ਕੌਣ ਹਨ ਕਰਤਾਰ ਚੀਮਾ ਦੇ ਪਿੱਛੇ ?,ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਦਾ ਨਾਂ ਜਸਵਿੰਦਰ ਸਿੰਘ ਚੀਮਾ ਅਤੇ ਮਾਤਾ ਦਾ ਨਾਂ ਸਤਨਾਮ ਕੌਰ ਹੈ।
ਕਰਤਾਰ ਸਿੰਘ ਝੱਬਰ ਕੌਣ ਸੀ?,ਕਰਤਾਰ ਸਿੰਘ ਝੱਬਰ ਇੱਕ ਅਕਾਲੀ ਆਗੂ ਸਨ।
ਕਰਤਾਰ ਸਿੰਘ ਝੱਬਰ ਦਾ ਜਨਮ ਕਿਸ ਜਮਾਤ ਵਿੱਚ ਹੋਇਆ ਸੀ?,1874
ਕਰਤਾਰ ਸਿੰਘ ਝੱਬਰ ਦਾ ਵਿਹਾਰ ਕਿੱਥੇ ਸੀ?,ਪਿੰਡ ਝੱਬਰ ਜ਼ਿਲ੍ਹਾ ਸ਼ੇਖੂਪੁਰਾ
xxx ਦੇ ਲੰਮੇ ਸਮੇਂ ਵਿਚ ਕਰਤਾਰ ਸਿੰਘ ਦਾ ਨਾਮ ਕਿਸਨੇ ਰੱਖਿਆ?,ਭਾਈ ਮੂਲ ਸਿੰਘ ਗਰਮੁਲਾ
ਤਿੰਨ ਸਾਲ ਕਰਤਾਰ ਸਿੰਘ ਬੇਲੀ ਕਿੱਥੇ ਰਿਹਾ?,"ਖਾਲਸਾ ਉਪਾਦਕ (ਮਿਸ਼ਨਰੀ) ਕਾਲਜ, ਗੁਜਰਾਂਵਾਲਾ"
ਕਰਤਾਰ ਸਿੰਘ ਦੇ ਰਾਜਨੀਤਿਕ ਜੀਵਨ ਦੀ ਪ੍ਰਾਪਤੀ ਦਾ ਇਹ ਢੰਗ ਕੀ ਸੀ?,11 ਅਪ੍ਰੈਲ 1919 ਨੂੰ ਹਿੰਦੂ ਮੁਸਲਮਾਨਾਂ ਦੇ ਇਕੱਠ ਵਿੱਚ ਭਾਸ਼ਣ
ਕਰਤਾਰ ਸਿੰਘ ਅੰਗਰੇਜ਼ ਹਕੂਮਤ ਵੱਲੋਂ ਕਿਸ ਜਮਾਤ ਵਿੱਚ ਸੀ?,1919
ਕਰਤਾਰ ਸਿੰਘ ਆਪਣੀ ਚੁਟਕੀ ਤੋਂ ਬਾਅਦ ਇੱਕ ਮਾਲ ਦੀ ਸੰਭਾਲ ਵਿੱਚ ਕਿੰਨਾ ਦ੍ਰਿੜ ਸੀ?,6 ਦਿਨ
ਜ਼ਮੀਨੀ_ਫੋਰਸ ਦੇ ਕਮਿਸ਼ਨਰ ਵੱਲੋਂ ਕਰਤਾਰ ਸਿੰਘ ਨੂੰ ਕੀ ਨਿੰਦਾ ਦਿੱਤੀ ਗਈ ਸੀ?,22 ਮਈ 1919 ਨੂੰ ਮੌਤ ਹੋ ਗਈ
x ਦਿਨ ਕਲਕੱਤੇ ਵਿਚ ਰਹਿਣ ਤੋਂ ਬਾਅਦ ਕਰਤਾਰ ਸਿੰਘ ਨੂੰ ਕਿੱਥੇ ਭੇਜਿਆ ਗਿਆ ਸੀ?,ਹੋਰ ਕੈਦੀਆਂ ਨਾਲ ਅੰਡੇਮਾਨ ਨਿਕੋਬਾਰ ਟਾਪੂ
ਕਰਤਾਰ ਸਿੰਘ ਨੇ ਜੱਗ ਵਿੱਚ ਰਹਿੰਦਿਆਂ ਰਾਪੁਰ ਦੇ ਇਨਕਲਾਬੀ ਹਿਰਦੇ ਜੰਪ ਤੋਂ ਕੀ ਸਿੱਖਿਆ?,ਸਿਆਸੀ ਸਬਕ
ਕਰਤਾਰ ਸਿੰਘ ਨੂੰ ਰਿਮਾਂਡ ਤੋਂ ਕਦੋਂ ਬਾਹਰ ਰੱਖਿਆ ਗਿਆ ਸੀ?,ਮਾਰਚ 1920 ਵਿਚ ਉਨ੍ਹਾਂ ਦੀ ਰਿਹਾਈ ਦੀ ਖ਼ਬਰ ਮਿਲੀ
ਕਰਤਾਰ ਸਿੰਘ 1947 ਵਿਚ ਆਜ਼ਾਦੀ ਤੋਂ ਬਾਅਦ ਸ਼੍ਰੋਮਣੀ ਗੁਰਦੁਆਰਾ ਪ੍ਰਬੰਧਕ ਕਮਿਸ਼ਨ ਦੇ ਸਿਰੇ ਤੋਂ ਕਿੰਨਾ ਕੁ ਸੰਜੀਦਾ ਸੀ?,ਕਈ ਸਾਲ
ਕਰਤਾਰ ਸਿੰਘ ਨੇ ਕਿਸ ਜਮਾਤ ਵਿੱਚ_ਇਕ_ਚਿਪਸ ਨੂੰ ਕੈਸ਼ ਕੀਤਾ?,1962
ਕਰਤਾਰ ਸਿੰਘ ਸਰਾਭਾ ਦਾ ਪੇਟ ਕਦੋਂ ਸੀ?,24 ਮਈ 1896 ਈ
ਕਰਤਾਰ ਸਿੰਘ ਸਰਾਭਾ ਦੇ ਮਾਤਾ ਪਿਤਾ ਕੌਣ ਸਨ?,ਸਰਦਾਰ ਮੰਗਲ ਸਿੰਘ ਅਤੇ ਬੀਬੀ ਸਾਹਿਬ ਕੌਰ
ਕਰਤਾਰ ਸਿੰਘ ਨੂੰ ਉਸਦੇ ਬਾਨੀ_ਪਿਤਾ ਦੀ ਮਿਆਦ ਪੁੱਗਣ ਤੋਂ ਬਾਅਦ ਕੌਣ-ਕੌਣ ਬਣਾਉਂਦਾ ਹੈ?,"ਉਨ੍ਹਾਂ ਦੇ ਦਾਦਾ ਜੀ, ਸਰਦਾਰ ਬਚਨ ਸਿੰਘ"
ਕਰਤਾਰ ਸਿੰਘ ਨੇ ਆਪਣੇ ਮੁੱਖ ਪ੍ਰਜਨਨ ਦਾ ਸਾਹਮਣਾ ਕਿੱਥੇ ਕੀਤਾ?,ਪਿੰਡ ਸਰਾਭਾ
ਗ਼ਦਰ ਸਿਆਸੀ_ਪਾਰਟੀ ਵਿੱਚ ਕਰਤਾਰ ਸਿੰਘ ਦੀ ਕੀ ਭੂਮਿਕਾ ਸੀ?,ਇੱਕ ਸਰਗਰਮ ਕਾਰਕੁਨ ਹੈ
21 ਫਰਵਰੀ 1915 ਨੂੰ ਕਰਤਾਰ ਸਿੰਘ ਨਾਲ ਕੀ ਮੁਲਾਕਾਤ ਹੋਈ?,ਉਸ ਦਿਨ ਗ਼ਦਰ ਪਾਰਟੀ ਦੀ ਅੰਗਰੇਜ਼ ਹਕੂਮਤ ਨੂੰ ਉਖਾੜ ਸੁੱਟਣ ਦੀ ਯੋਜਨਾ ਫੇਲ੍ਹ ਹੋ ਗਈ
21 ਫਰਵਰੀ 1915 ਨੂੰ ਬ੍ਰਿਟਿਸ਼ ਸ਼ਾਸਨ ਦੁਆਰਾ ਸਫਲ ਕਿਉਂ ਮੰਨਿਆ ਗਿਆ ਸੀ?,ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਦੇ ਹੀ ਮੈਂਬਰ ਕਿਰਪਾਲ ਸਿੰਘ ਨੇ ਰਿਪੋਰਟ ਸਰਕਾਰ ਨੂੰ ਸੌਂਪ ਦਿੱਤੀ ਸੀ
ਬੂਟਾਂ ਦੇ ਸਾਰੇ ਫਰਜ਼ਾਂ ਦੀ ਅਗਵਾਈ ਕਰਨ ਬਾਰੇ ਕਰਤਾਰ ਸਿੰਘ ਦਾ ਕੀ ਇਰਾਦਾ ਸੀ?,ਸਾਰੀ ਜ਼ਿੰਮੇਵਾਰੀ ਉਸ ਨੇ ਆਪਣੇ ਸਿਰ ਲੈ ਲਈ
ਉਸ ਦੇ ਹੁਕਮ ਤੋਂ ਬਾਅਦ ਕਰਤਾਰ ਸਿੰਘ ਦਾ ਕੀ ਹਾਲ ਸੀ?,ਮੌਤ
ਸਰ ਮੁਹੰਮਦ_ਅਲੀ ਇਮਾਮ ਨੇ ਕਰਤਾਰ ਸਿੰਘ ਦੀ ਪਰਚੀ ਨੂੰ ਵਾਇਸਰਾਏ ਦੀ ਕੌਂਸਲ ਵਿਚ ਸ਼ਾਮਲ ਕਰਨ ਲਈ ਕਿਉਂ ਆਕਰਸ਼ਿਤ ਕੀਤਾ?,ਕਰਤਾਰ ਸਿੰਘ ਦੀ ਉਮਰ ਜੋ ਕਿ ਉਸ ਸਮੇਂ ਸਭ ਤੋਂ ਛੋਟੀ ਸੀ ਅਤੇ ਉਸ ਦੀ ਮੌਤ ਦੇ ਵਿਰੁੱਧ ਫੈਸਲਾ ਕੀਤਾ ਗਿਆ ਸੀ
ਕਰਤਾਰ ਸਿੰਘ ਦੇ ਮਰਨ ਵਰਤ ਨੂੰ ਕਿਉਂ ਮੋੜਿਆ ਗਿਆ?,ਵਾਇਸਰਾਏ ਨੇ ਅਪੀਲ ਰੱਦ ਕਰ ਦਿੱਤੀ
ਕਰਤਾਰ ਸਿੰਘ ਸਰਾਭਾ ਨੂੰ ਕਦੋਂ ਡੋਲਿਆ ਗਿਆ ਸੀ?,16 ਨਵੰਬਰ 1915 ਈ
ਕਰਤਾਰ ਸਿੰਘ ਨੂੰ ਫਾਂਸੀ ਦੇਣ ਲਈ ਕਿੰਨੇ ਨੂੰ ਫਾਂਸੀ ਦਿੱਤੀ ਗਈ?,6
ਕਰਤਾਰ ਸਿੰਘ ਸਰਾਭਾ ਨੂੰ ਗ਼ਦਰ ਸਿਆਸੀ_ਪਾਰਟੀ ਦਾ ਨਸਲੀ_ਸੰਗੀਤ ਗਰੀਬ_ਮੁੰਡਾ ਕਿਉਂ ਕਿਹਾ ਜਾਂਦਾ ਹੈ?,ਆਪਣੇ ਬਹੁਤ ਹੀ ਛੋਟੇ ਰਾਜਨੀਤਿਕ ਜੀਵਨ ਵਿੱਚ ਉਸਦੇ ਦਲੇਰਾਨਾ ਕੰਮਾਂ ਲਈ
ਕਰਤਾਰ ਸਿੰਘ ਨੂੰ ਆਪਣਾ ਆਦਰਸ਼ਵਾਦੀ ਮੰਨਣ ਦਾ ਕੌਣ ਵਿਰੋਧੀ ਹੈ?,ਭਗਤ ਸਿੰਘ
ਕਰਨ ਕੁੰਦਰਾ ਮੁੱਢਲੇ ਤੌਰ 'ਤੇ ਕਿੱਥੋਂ ਦਾ ਹੈ?,"ਕਰਨ ਕੁੰਦਰਾ ਦਾ ਜਨਮ ਜਲੰਧਰ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਇੱਕ ਕਾਰੋਬਾਰੀ ਪਰਿਵਾਰ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਸ਼ੋਅ 'ਏਕੀ ਮੁਹੱਬਤ ਹੈ' ਵਿੱਚ ਕਰਨ ਕੁੰਦਰਾ ਦੇ ਯੋਗਦਾਨ ਦੇ ਕਾਲਪਨਿਕ_ਚਰਿੱਤਰ ਦਾ ਕੀ ਨਾਮ ਹੈ?,ਅਰਜੁਨ ਪੂਗੇ
ਕਰਨ ਕੁੰਦਰਾ ਮਈ 2010 ਵਿੱਚ ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ terpsichore ਰੀਅਲਿਜ਼ਮ ਸ਼ੋਅ ਦਾ ਕੀ ਨਾਮ ਹੈ?,ਜ਼ਰਾ ਨਚਕੇ ਦੀਖਾ
ਵੀਡੀਓ ਸ਼ੋਅ 'ਗੁਮਰਾਹ - ਨਿਰਮੋਨ ਫਲੇਵਰ 2 ਦਾ ਸਿੱਟਾ' ਵਿੱਚ ਕਰਨ ਕੁੰਦਰਾ ਦੀ ਕੀ ਵਰਤੋਂ ਸੀ?,ਮੇਜ਼ਬਾਨ
"ਕਰਣ ਕੁੰਦਰਾ ਦੀ ਉਪਜ ਦਾ ਨਾਮ ਕੀ ਹੈ , ਉਸਦੇ ਪਿਤਾ ਦੇ ਨਾਲ , ਜੋ ਕਿ ਕੱਚੇ ਵਿਆਕਰਣ ਦੇ ਨਿਰਮਾਣ 'ਤੇ ਧਿਆਨ ਕੇਂਦਰਤ ਕਰਦਾ ਹੈ ?",ਇਨਸਿਨਾਗਾ ਸ਼ਾਪਿੰਗ ਮਾਲ
