instruction,response
ਉਰਦੂ ਭਾਸ਼ਾ ਵਿੱਚ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀ ਕੀ ਮਹੱਤਤਾ ਹੈ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਉਰਦੂ ਭਾਸ਼ਾ ਵਿਚ ਸ਼ਾਂਤੀ, ਪਿਆਰ ਅਤੇ ਸਦਭਾਵਨਾ ਦੇ ਸੰਦੇਸ਼ ਦੇ ਨਾਲ-ਨਾਲ ਦਇਆ ਅਤੇ ਮਨੁੱਖੀ ਭਾਈਚਾਰੇ ਦੇ ਮਹੱਤਵ 'ਤੇ ਜ਼ੋਰ ਦੇਣ ਲਈ ਮਹੱਤਵਪੂਰਨ ਹਨ।"
ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀਆਂ ਮੁੱਖ ਸਿੱਖਿਆਵਾਂ ਕੀ ਹਨ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਨੇ ਪਿਆਰ, ਸ਼ਾਂਤੀ ਅਤੇ ਸਦਭਾਵਨਾ, ਭਾਈਚਾਰਾ ਅਤੇ ਮਨੁੱਖੀ ਦੋਸਤੀ, ਸਹਿਣਸ਼ੀਲਤਾ, ਅਤੇ ਸੰਜਮ ਦੀ ਮਹੱਤਤਾ ਸਿਖਾਈ। ਉਹ ਇੱਕ ਰੱਬ ਨੂੰ ਮੰਨਦਾ ਸੀ ਅਤੇ ਜਾਤ-ਪਾਤ ਅਤੇ ਹੋਰ ਸਮਾਜਿਕ ਬੁਰਾਈਆਂ ਦੀ ਨਿਖੇਧੀ ਕਰਦਾ ਸੀ।"
ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਨੇ ਲੋਕਾਂ ਨੂੰ ਕਿਵੇਂ ਇਕੱਠਾ ਕੀਤਾ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਲੋਕਾਂ ਨੂੰ ਆਪਣੇ ਪਿਆਰ, ਹਮਦਰਦੀ ਅਤੇ ਮਨੁੱਖਤਾ ਦੇ ਵਿਸ਼ਵ-ਵਿਆਪੀ ਸੰਦੇਸ਼ ਨਾਲ ਜੋੜਨ ਦੇ ਯੋਗ ਸਨ, ਜੋ ਧਾਰਮਿਕ ਸੀਮਾਵਾਂ ਅਤੇ ਸੰਪਰਦਾਇਕ ਮਤਭੇਦਾਂ ਤੋਂ ਪਾਰ ਸੀ।"
ਅਜੋਕੇ ਸਮੇਂ ਵਿੱਚ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ ਦੀ ਕੀ ਮਹੱਤਤਾ ਹੈ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀਆਂ ਪਿਆਰ, ਸਹਿਣਸ਼ੀਲਤਾ ਅਤੇ ਸ਼ਾਂਤੀ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ ਅੱਜ ਵੀ ਆਧੁਨਿਕ ਸਮੇਂ ਵਿੱਚ ਪ੍ਰਸੰਗਿਕ ਹਨ ਅਤੇ ਸੱਚੀ ਖੁਸ਼ੀ ਅਤੇ ਖੁਸ਼ਹਾਲੀ ਦੇ ਮਾਰਗ ਵਜੋਂ ਵੇਖੀਆਂ ਜਾਂਦੀਆਂ ਹਨ।"
ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਨੇ ਆਪਣੇ ਫਲਸਫੇ ਬਾਰੇ ਸਵਾਲਾਂ ਦੇ ਜਵਾਬ ਕਿਵੇਂ ਦਿੱਤੇ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ ਅਤੇ ਜੀਵਨ ਯਾਤਰਾ ਦੱਸਦੀ ਹੈ ਕਿ ਉਨ੍ਹਾਂ ਦਾ ਮੁੱਖ ਫਲਸਫਾ ਲੋਕਾਂ ਨੂੰ ਸਵੈ-ਖੋਜ, ਸੰਜਮ ਅਤੇ ਸਵੈ-ਜਾਗਰੂਕਤਾ ਦਾ ਮਾਰਗ ਦਿਖਾ ਕੇ ਇੱਕ ਪਰਮਾਤਮਾ ਦੇ ਨੇੜੇ ਲਿਆਉਣਾ ਸੀ।"
ਵੱਖ-ਵੱਖ ਧਰਮਾਂ ਦੇ ਸੰਦਰਭ ਵਿੱਚ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ ਦੀ ਕੀ ਮਹੱਤਤਾ ਹੈ?,"ਗੁਰੂ ਨਾਨਕ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ ਪਰਮਾਤਮਾ ਅਤੇ ਮਨੁੱਖਤਾ ਦੇ ਮਹੱਤਵ 'ਤੇ ਜ਼ੋਰ ਦਿੰਦੀਆਂ ਹਨ, ਜੋ ਕਿ ਸਾਰੇ ਧਰਮਾਂ ਲਈ ਸਾਂਝਾ ਹੈ, ਅਤੇ ਏਕਤਾ ਅਤੇ ਪਿਆਰ ਲਈ ਉਨ੍ਹਾਂ ਦੇ ਸੱਦੇ ਨੂੰ ਵੱਖ-ਵੱਖ ਧਰਮਾਂ ਦੇ ਅਨੁਯਾਈਆਂ ਦੁਆਰਾ ਮਾਨਤਾ ਅਤੇ ਪ੍ਰਸ਼ੰਸਾ ਕੀਤੀ ਗਈ ਹੈ।"
ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਨੇ ਉਰਦੂ ਭਾਸ਼ਾ ਵਿੱਚ ਕਵੀਆਂ ਅਤੇ ਕਲਾਕਾਰਾਂ ਨੂੰ ਕਿਵੇਂ ਪ੍ਰੇਰਿਤ ਕੀਤਾ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੇ ਪਿਆਰ ਅਤੇ ਮਨੁੱਖਤਾ ਦੇ ਸੰਦੇਸ਼ ਨੇ ਬਹੁਤ ਸਾਰੇ ਕਵੀਆਂ ਅਤੇ ਕਲਾਕਾਰਾਂ ਨੂੰ ਪ੍ਰੇਰਿਤ ਕੀਤਾ ਹੈ, ਜਿਨ੍ਹਾਂ ਨੇ ਉਰਦੂ ਸ਼ਾਇਰੀ, ਕਵਿਤਾ, ਕਹਾਵਤਾਂ ਅਤੇ ਹੋਰ ਸਾਹਿਤਕ ਰੂਪਾਂ ਵਿੱਚ ਆਪਣੇ ਵਿਚਾਰਾਂ ਅਤੇ ਦ੍ਰਿਸ਼ਟੀ ਨੂੰ ਅਮਰ ਕਰ ਦਿੱਤਾ ਹੈ।"
ਉਰਦੂ ਭਾਸ਼ਾ ਵਿੱਚ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ ਦੀ ਸਦੀਵੀ ਵਿਰਾਸਤ ਕੀ ਹੈ?,"ਉਰਦੂ ਭਾਸ਼ਾ ਵਿੱਚ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀ ਵਿਰਾਸਤ ਪਿਆਰ, ਹਮਦਰਦੀ ਅਤੇ ਮਾਨਵਤਾ ਦੀਆਂ ਕਦਰਾਂ-ਕੀਮਤਾਂ ਦੀ ਗਵਾਹ ਹੈ, ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਸਮੇਂ ਤੋਂ ਸਦੀਆਂ ਬਾਅਦ ਵੀ ਲੋਕਾਂ ਦੇ ਜੀਵਨ ਨੂੰ ਪ੍ਰੇਰਿਤ ਅਤੇ ਛੂਹਦੀ ਰਹਿੰਦੀ ਹੈ।"
ਅਜੋਕੇ ਕਵੀ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਪ੍ਰਤੀ ਆਪਣੇ ਪਿਆਰ ਅਤੇ ਪ੍ਰਸ਼ੰਸਾ ਦਾ ਪ੍ਰਗਟਾਵਾ ਕਿਵੇਂ ਕਰਦੇ ਹਨ?,"ਅਜੋਕੇ ਕਵੀ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਲਈ ਆਪਣੇ ਪਿਆਰ ਅਤੇ ਪ੍ਰਸ਼ੰਸਾ ਨੂੰ ਉਨ੍ਹਾਂ ਦੀਆਂ ਨਜ਼ਾਮਾਂ, ਦੇਸ਼ ਭਗਤੀ ਦੀਆਂ ਕਵਿਤਾਵਾਂ ਦੁਆਰਾ ਪ੍ਰਗਟ ਕਰਦੇ ਹਨ ਜੋ ਉਨ੍ਹਾਂ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ, ਆਦਰਸ਼ਾਂ ਅਤੇ ਸ਼ਖਸੀਅਤ ਦੀ ਪ੍ਰਸ਼ੰਸਾ ਕਰਦੀਆਂ ਹਨ।"
ਉਰਦੂ ਸ਼ਾਇਰੀ ਵਿੱਚ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ ਦਾ ਕੇਂਦਰੀ ਵਿਸ਼ਾ ਕੀ ਹੈ?,"ਉਰਦੂ ਸ਼ਾਇਰੀ ਵਿੱਚ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦੀਆਂ ਸਿੱਖਿਆਵਾਂ ਦਾ ਕੇਂਦਰੀ ਵਿਸ਼ਾ ਪਿਆਰ, ਦਇਆ ਅਤੇ ਭਾਈਚਾਰਾ ਹੈ ਜਿਸਦੀ ਉਸਨੇ ਵਕਾਲਤ ਕੀਤੀ ਸੀ, ਅਤੇ ਅੰਦਰੂਨੀ ਸ਼ਾਂਤੀ ਅਤੇ ਸਦਭਾਵਨਾ ਨੂੰ ਲੱਭਣ ਦਾ ਮਿਸ਼ਨ ਹੈ।"
ਗੁਰੂ ਨਾਨਕ ਜੀ ਦਾ ਸੰਪੂਰਨ ਸਮਾਜ ਦਾ ਕੀ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਹੈ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦਾ ਸੰਪੂਰਨ ਸਮਾਜ ਦਾ ਦ੍ਰਿਸ਼ਟੀਕੋਣ ਪਿਆਰ, ਦਇਆ, ਦਿਆਲਤਾ ਅਤੇ ਸਹਿਣਸ਼ੀਲਤਾ ਦਾ ਸੀ ਜਿੱਥੇ ਲੋਕ ਇੱਕ ਦੂਜੇ ਨਾਲ ਅਤੇ ਕੁਦਰਤ ਦੇ ਨਾਲ ਇਕਸੁਰਤਾ ਵਿੱਚ ਰਹਿੰਦੇ ਹਨ।"
ਅਰਦਾਸ ਅਤੇ ਪੂਜਾ ਬਾਰੇ ਗੁਰੂ ਨਾਨਕ ਜੀ ਦਾ ਕੀ ਵਿਚਾਰ ਹੈ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦਾ ਮੰਨਣਾ ਸੀ ਕਿ ਪੂਜਾ ਦਾ ਅੰਤਮ ਹਥਿਆਰ ਪ੍ਰਮਾਤਮਾ ਦੀ ਸੇਵਾ ਅਤੇ ਮਨੁੱਖਤਾ ਅਤੇ ਵਾਤਾਵਰਣ ਦਾ ਭਲਾ ਕਰਨਾ ਹੈ, ਜੋ ਕਿ ਅਰਦਾਸ ਦਾ ਸਭ ਤੋਂ ਉੱਚਾ ਰੂਪ ਹੈ।"
ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਨੇ ਲੋਕਾਂ ਨੂੰ ਇੱਕ ਦੂਜੇ ਨਾਲ ਦੇਖਣ ਅਤੇ ਗੱਲਬਾਤ ਕਰਨ ਦੇ ਤਰੀਕੇ ਨੂੰ ਕਿਵੇਂ ਬਦਲਿਆ?,"ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਨੇ ਲੋਕਾਂ ਨੂੰ ਇੱਕ ਦੂਜੇ ਨਾਲ ਜੋੜ ਕੇ, ਜਮਾਤੀ ਅਤੇ ਸਮਾਜਿਕ ਰੁਕਾਵਟਾਂ ਨੂੰ ਤੋੜ ਕੇ, ਅਤੇ ਇੱਕ ਦੂਜੇ ਵਿੱਚ ਮਨੁੱਖਤਾ ਨੂੰ ਵੇਖਣ ਦਾ ਉਪਦੇਸ਼ ਦੇ ਕੇ ਲੋਕਾਂ ਨੂੰ ਇੱਕ ਦੂਜੇ ਨਾਲ ਵੇਖਣ ਅਤੇ ਗੱਲਬਾਤ ਕਰਨ ਦਾ ਤਰੀਕਾ ਬਦਲ ਦਿੱਤਾ।"
ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ ਸੀ?,ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦਾ ਜਨਮ ਪਾਕਿਸਤਾਨ ਵਿੱਚ ਹੋਇਆ ਸੀ।
ਇਸਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦੀ ਟੈਨਿਸ ਵਿੱਚ ਵਿਸ਼ੇਸ਼ਤਾ ਕੀ ਹੈ?,ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਡਬਲਜ਼ ਵਿੱਚ ਮੁਹਾਰਤ ਰੱਖਦੇ ਹਨ।
ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ 2010 ਵਿੱਚ ਕਿਹੜੇ ਗ੍ਰੈਂਡ ਸਲੈਮ ਟੂਰਨਾਮੈਂਟਾਂ ਦੇ ਫਾਈਨਲ ਵਿੱਚ ਪਹੁੰਚੇ ਸਨ?,ਈਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ 2010 ਵਿੱਚ ਪੁਰਸ਼ ਅਤੇ ਮਿਕਸਡ ਡਬਲਜ਼ ਦੋਵਾਂ ਵਿੱਚ ਯੂਐਸ ਓਪਨ ਦੇ ਫਾਈਨਲ ਵਿੱਚ ਪਹੁੰਚੇ ਸਨ।
ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦੋਵਾਂ ਖੇਡਾਂ ਨੂੰ ਦੇਖਦੇ ਹੋਏ ਕੁੱਲ ਕਿੰਨੇ ਵੱਡੇ ਸੈਮੀਫਾਈਨਲ ਤੱਕ ਪਹੁੰਚੇ ਹਨ?,ਈਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਪੁਰਸ਼ ਅਤੇ ਮਿਕਸਡ ਡਬਲਜ਼ ਦੋਵਾਂ ਵਿੱਚ ਸੱਤ ਹੋਰ ਵੱਡੇ ਸੈਮੀਫਾਈਨਲ ਵਿੱਚ ਪਹੁੰਚ ਗਏ ਹਨ।
ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦੀ ਕਰੀਅਰ ਦੀ ਸਰਵੋਤਮ ਡਬਲਜ਼ ਰੈਂਕਿੰਗ ਕੀ ਸੀ?,ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦੀ ਕਰੀਅਰ ਦੀ ਸਰਵੋਤਮ ਡਬਲਜ਼ ਰੈਂਕਿੰਗ ਜੂਨ 2011 ਵਿੱਚ ਵਿਸ਼ਵ ਨੰਬਰ 8 ਸੀ।
ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੇ ਕਿੰਨੇ ATP ਟੂਰ ਖ਼ਿਤਾਬ ਜਿੱਤੇ ਹਨ?,ਏਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੇ ਏਟੀਪੀ ਟੂਰ 'ਤੇ 18 ਖਿਤਾਬ ਜਿੱਤੇ ਹਨ।
2011 ਵਿੱਚ ਇਸਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੇ ਜਿੱਤੇ ਟੂਰਨਾਮੈਂਟ ਦਾ ਕੀ ਨਾਮ ਸੀ?,ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੇ 2011 ਪੈਰਿਸ ਮਾਸਟਰਜ਼ ਜਿੱਤਿਆ ਸੀ।
ਏਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੇ ਸਭ ਤੋਂ ਉੱਚੀ ਸਿੰਗਲ ਰੈਂਕਿੰਗ ਕੀ ਹਾਸਲ ਕੀਤੀ ਹੈ?,ਦਸੰਬਰ 2007 ਵਿੱਚ ਏਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦੀ ਸਿੰਗਲਜ਼ ਵਿੱਚ ਸਭ ਤੋਂ ਉੱਚੀ ਰੈਂਕਿੰਗ ਵਿਸ਼ਵ ਨੰਬਰ 125 ਸੀ।
ਵਿੰਬਲਡਨ ਚੈਂਪੀਅਨਸ਼ਿਪ ਵਿੱਚ ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦਾ ਸਭ ਤੋਂ ਵਧੀਆ ਨਤੀਜਾ ਕੀ ਸੀ?,ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦਾ ਵਿੰਬਲਡਨ ਚੈਂਪੀਅਨਸ਼ਿਪ ਵਿੱਚ ਸਭ ਤੋਂ ਵਧੀਆ ਨਤੀਜਾ 2007 ਵਿੱਚ ਦੂਜੇ ਦੌਰ ਵਿੱਚ ਪਹੁੰਚਣਾ ਸੀ।
ਡੇਵਿਸ ਕੱਪ 'ਚ ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦੀ ਕੀ ਹੈ ਉਪਲਬਧੀ?,"ਏਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਪਾਕਿਸਤਾਨ ਦੇ ਇਤਿਹਾਸ ਵਿੱਚ ਸਭ ਤੋਂ ਸਫਲ ਡੇਵਿਸ ਕੱਪ ਖਿਡਾਰੀ ਹੈ, ਜੋ ਵਿਸ਼ਵ ਗਰੁੱਪ ਪਲੇਅ-ਆਫ ਵਿੱਚ ਪਹੁੰਚਿਆ ਹੈ।"
ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੂੰ ਪਾਕਿਸਤਾਨ ਟੀਮ ਦਾ ਕਪਤਾਨ ਕਦੋਂ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ?,ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੂੰ 2022 ਵਿੱਚ ਟੀਮ ਦਾ ਕਪਤਾਨ ਨਿਯੁਕਤ ਕੀਤਾ ਗਿਆ ਸੀ।
"ਡੇਵਿਸ ਕੱਪ ਵਿੱਚ ਸਾਂਝੇਦਾਰੀ ਕਰਨ ਵਾਲੇ ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਕੌਣ ਹਨ, ਅਕਸਰ ਡਬਲਜ਼ ਅਤੇ ਸਿੰਗਲਜ਼ ਮੈਚਾਂ ਵਿੱਚ ਹਿੱਸਾ ਲੈਂਦੇ ਹਨ?","ਏਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਅਕਸਰ ਡੇਵਿਸ ਕੱਪ ਵਿੱਚ ਅਕੀਲ ਖਾਨ ਦੀ ਸਾਂਝੇਦਾਰੀ ਕਰਦੇ ਹਨ, ਡਬਲਜ਼ ਅਤੇ ਸਿੰਗਲਜ਼ ਮੈਚਾਂ ਵਿੱਚ।"
ਪਾਕਿਸਤਾਨ ਦੇ ਸਰਬੋਤਮ ਟੈਨਿਸ ਖਿਡਾਰੀਆਂ ਦੀ ਪਛਾਣ ਕਰਨ ਲਈ ਈਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਦੁਆਰਾ ਸ਼ੁਰੂ ਕੀਤੇ ਗਏ ਪ੍ਰੋਗਰਾਮ ਦਾ ਸਿਰਲੇਖ ਕੀ ਹੈ?,ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੇ ਇੱਕ ਪ੍ਰਤਿਭਾ-ਸ਼ਿਕਾਰ ਪ੍ਰੋਗਰਾਮ ਸ਼ੁਰੂ ਕੀਤਾ ਹੈ।
ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਇਸ ਸਮੇਂ ਕਿਸ ਅਹੁਦੇ 'ਤੇ ਹਨ?,ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਇਸ ਸਮੇਂ ਪਾਕਿਸਤਾਨ ਟੈਨਿਸ ਫੈਡਰੇਸ਼ਨ ਦੇ ਪ੍ਰਧਾਨ ਵਜੋਂ ਸੇਵਾ ਨਿਭਾ ਰਹੇ ਹਨ।
ਇਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੇ ਪਾਕਿਸਤਾਨ ਟੈਨਿਸ ਫੈਡਰੇਸ਼ਨ ਦੇ ਪ੍ਰਧਾਨ ਵਜੋਂ ਕਦੋਂ ਸੇਵਾ ਕਰਨੀ ਸ਼ੁਰੂ ਕੀਤੀ?,ਈਸਾਮ-ਉਲ-ਹੱਕ ਕੁਰੈਸ਼ੀ ਨੇ ਫਰਵਰੀ 2024 ਵਿੱਚ ਪਾਕਿਸਤਾਨ ਟੈਨਿਸ ਫੈਡਰੇਸ਼ਨ ਦੇ ਪ੍ਰਧਾਨ ਵਜੋਂ ਸੇਵਾ ਕਰਨੀ ਸ਼ੁਰੂ ਕੀਤੀ।
ਐਨੀ ਖਾਲਿਦ ਦਾ ਜਨਮ ਕਦੋਂ ਹੋਇਆ ਸੀ?,1986
ਐਨੀ ਖਾਲਿਦ ਦਾ ਸੰਗੀਤ ਕੈਰੀਅਰ ਕਿਸ ਸਾਲ ਸ਼ੁਰੂ ਹੋਇਆ ਸੀ?,2005
"2010 ਤੱਕ, ਕੌਣ ਆਪਣੀ ਫਿਲਮ 'ਆਵਰਪਨ' ਲਈ ਉਸਦੇ ਗੀਤ 'ਮਾਹੀਆ' ਨੂੰ ਢਾਲਣਾ ਚਾਹੁੰਦਾ ਸੀ?",ਮਹੇਸ਼ ਭੱਟ ਅਤੇ ਮੁਕੇਸ਼ ਭੱਟ
ਐਨੀ ਖਾਲਿਦ ਨੇ ਆਪਣਾ ਯੂਕੇ ਦਾ ਪਹਿਲਾ ਸਿੰਗਲ 'ਬੀ ਮਾਈ ਬੇਬੀ' ਕਿਸ ਤਾਰੀਖ ਨੂੰ ਰਿਲੀਜ਼ ਕੀਤਾ ਸੀ?,25 ਨਵੰਬਰ 2010
ਸਿੰਗਲ ਟਰੈਕ 'ਸੇਂਟ 3 ਵਰਡਜ਼' ਵਿੱਚ ਐਨੀ ਖਾਲਿਦ ਦੀ ਸਹਿਯੋਗੀ ਕੌਣ ਸੀ?,ਇੰਗਲਿਸ਼-ਨੋਰਸ ਬੁਆਏ ਬੈਂਡ A1
ਪਾਕਿਸਤਾਨ ਮੀਡੀਆ ਅਵਾਰਡਸ ਦੁਆਰਾ ਐਨੀ ਖਾਲਿਦ ਨੂੰ ਸਰਵੋਤਮ ਮਹਿਲਾ ਗਾਇਕਾ ਲਈ ਕਿਸ ਸਾਲ ਨਾਮਜ਼ਦ ਕੀਤਾ ਗਿਆ ਸੀ?,2011
ਐਨੀ ਖਾਲਿਦ ਨੇ ਕਿਸ ਸਾਲ ਲਾਹੌਰ ਵਿੱਚ ਆਪਣਾ ਕੈਫੇ ਲਾਂਚ ਕੀਤਾ ਸੀ?,2011
ਐਨੀ ਖਾਲਿਦ ਨੇ ਅਗਸਤ 2011 ਵਿੱਚ ਆਪਣੀ ਮੁਹਿੰਮ ਲਈ ਕਿਸ ਕੰਪਨੀ ਨਾਲ ਇਕਰਾਰਨਾਮੇ 'ਤੇ ਹਸਤਾਖਰ ਕੀਤੇ ਸਨ?,ਲੇਬਾਰਾ
ਐਨੀ ਖਾਲਿਦ 2011 ਵਿੱਚ ਕਿਸ ਸੰਸਥਾ ਲਈ ਇੱਕ ਸਦਭਾਵਨਾ ਰਾਜਦੂਤ ਸੀ?,ਨਾਰਵੇਈ ਰੈੱਡ ਕਰਾਸ
ਨਾਰਵੇ ਵਿਚ ਐਨੀ ਖਾਲਿਦ ਦੀ ਮੁਹਿੰਮ ਦੇ ਇਸ਼ਤਿਹਾਰ ਕਿਨ੍ਹਾਂ ਥਾਵਾਂ 'ਤੇ ਦੇਖੇ ਜਾ ਸਕਦੇ ਹਨ?,"ਅਖਬਾਰਾਂ, ਬਿਲਬੋਰਡ, ਬੱਸਾਂ, ਟਿਊਬ, ਰੇਲਵੇ ਸਟੇਸ਼ਨ"
ਐਨੀ ਖਾਲਿਦ ਆਪਣੇ ਪਰਿਵਾਰ ਦੇ ਕਿਸ ਪਾਸੇ ਤੋਂ ਕਸ਼ਮੀਰੀ ਹੋਣ ਦਾ ਦਾਅਵਾ ਕਰਦੀ ਹੈ?,ਪਿਤਾ ਦਾ ਪੱਖ
ਐਨੀ ਖਾਲਿਦ ਆਪਣੇ ਪਰਿਵਾਰ ਦੇ ਕਿਸ ਪਾਸੇ ਤੋਂ ਯਮਨੀ ਹੋਣ ਦਾ ਦਾਅਵਾ ਕਰਦੀ ਹੈ?,ਮਾਂ ਦਾ ਪੱਖ
ਐਨੀ ਖਾਲਿਦ ਨੇ ਕਿੰਨੀ ਵਾਰ ਵਿਆਹ ਕੀਤਾ ਸੀ?,2
ਐਨੀ ਖਾਲਿਦ ਦਾ ਪਹਿਲਾ ਅਤੇ ਦੂਜਾ ਵਿਆਹ ਕਿਹੜੇ ਮਹੀਨਿਆਂ ਵਿੱਚ ਹੋਇਆ?,ਜੁਲਾਈ 2012 ਅਤੇ ਦਸੰਬਰ 2014
ਐਨੀ ਗਿੱਲ ਦਾ ਜਨਮ ਕਿੱਥੇ ਹੋਇਆ ਸੀ?,"ਫਿਰੋਜ਼ਪੁਰ, ਪੰਜਾਬ, ਭਾਰਤ"
ਐਨੀ ਗਿੱਲ ਕਿਸ ਕਿਸਮ ਦੀ ਅਦਾਕਾਰਾ ਹੈ?,ਭਾਰਤੀ ਟੈਲੀਵਿਜ਼ਨ ਅਦਾਕਾਰਾ
ਐਨੀ ਗਿੱਲ ਨੇ ਕਿਸ ਰਿਐਲਿਟੀ ਸ਼ੋਅ ਵਿੱਚ ਆਪਣਾ ਟੈਲੀਵਿਜ਼ਨ ਡੈਬਿਊ ਕੀਤਾ ਸੀ?,ਖਤਰੋਂ ਕੇ ਖਿਲਾੜੀ ਸੀਜ਼ਨ 3 ਰਾਹੁਲ ਬੋਸ ਦੇ ਗੇਮ ਪਾਰਟਨਰ ਵਜੋਂ
ਐਨੀ ਗਿੱਲ ਕਿਸ ਰਿਐਲਿਟੀ ਸ਼ੋਅ ਵਿੱਚ ਪ੍ਰਤੀਯੋਗੀ ਸੀ?,ਜ਼ੋਰ ਕਾ ਝਟਕਾ: ਕੁੱਲ ਪੂੰਝਣਾ
ਸ਼ੋਅ 'ਅਨਾਮਿਕਾ' 'ਚ ਐਨੀ ਗਿੱਲ ਦੀ ਕੀ ਭੂਮਿਕਾ ਸੀ?,ਰਾਣੋ
ਐਨੀ ਗਿੱਲ ਕਿਹੜੇ ਸ਼ੋਅ ਵਿੱਚ 'ਅੰਜੀ' ਵਜੋਂ ਨਜ਼ਰ ਆਈ?,ਦੋਸਤੀ ਬਾਜ਼ੀ
